net,length_um
rf._04387_,24.94
rf.regs\[28\]\[16\],24.9
rf.regs\[6\]\[21\],24.9
rf.regs\[9\]\[13\],24.9
rf._01277_,24.88
rf._02514_,24.88
rf.regs\[26\]\[20\],24.86
rf._01295_,24.84
rf._03109_,24.84
rf._04269_,24.84
rf.regs\[1\]\[16\],24.84
rf.regs\[11\]\[26\],24.82
alu_inst._138_,24.815
alu_inst._093_,24.8
rf._02600_,24.8
rf.regs\[7\]\[5\],24.8
rf.regs\[2\]\[9\],24.76
rf._02723_,24.72
rf._03039_,24.72
rf._03488_,24.72
rf.regs\[20\]\[19\],24.72
rf._01882_,24.68
rf._04243_,24.68
rf._02132_,24.66
rf._04524_,24.66
rf.regs\[25\]\[20\],24.64
rf.regs\[20\]\[26\],24.62
rf._03306_,24.6
rf.regs\[26\]\[22\],24.58
rf.regs\[6\]\[14\],24.58
rf.regs\[8\]\[8\],24.58
alu_inst._072_,24.56
rf.regs\[16\]\[5\],24.56
rf.regs\[23\]\[23\],24.56
rf.regs\[9\]\[22\],24.56
rf.regs\[8\]\[16\],24.52
rf.regs\[3\]\[6\],24.48
rf.regs\[29\]\[12\],24.44
rf._04405_,24.38
rf.regs\[3\]\[11\],24.36
rf.regs\[4\]\[25\],24.33
rf._04357_,24.32
rf.regs\[0\]\[7\],24.32
rf._02767_,24.28
rf._03090_,24.26
rf._03257_,24.26
rf._03732_,24.26
rf._04122_,24.26
alu_inst.b\[10\],24.24
rf._02075_,24.24
rf.regs\[31\]\[26\],24.24
rf.regs\[19\]\[9\],24.23
rf._02649_,24.2
alu_inst._150_,24.18
rf._01172_,24.18
rf.regs\[28\]\[13\],24.18
rf.regs\[29\]\[17\],24.18
rf.regs\[14\]\[0\],24.14
rf.regs\[6\]\[10\],24.14
rf._03110_,24.12
rf._03459_,24.12
rf.regs\[26\]\[31\],24.12
rf.regs\[20\]\[28\],24.1
rf.regs\[28\]\[28\],24.1
rf.regs\[16\]\[4\],24.08
rf.regs\[8\]\[20\],24.08
rf.regs\[17\]\[6\],24.06
rf.regs\[23\]\[14\],24.06
rf.regs\[2\]\[19\],24.04
alu_inst._074_,24.03
rf.regs\[24\]\[0\],24.02
rf.regs\[24\]\[19\],24
rf._02525_,23.98
rf._02559_,23.96
rf._02735_,23.88
rf._01915_,23.86
rf.regs\[1\]\[31\],23.86
rf._02391_,23.84
rf.regs\[29\]\[20\],23.84
rf.regs\[16\]\[30\],23.82
rf.regs\[26\]\[7\],23.82
rf._03874_,23.8
rf._01709_,23.78
rf._02792_,23.78
rf.regs\[31\]\[5\],23.78
rf.regs\[15\]\[13\],23.76
rf.regs\[8\]\[2\],23.76
rf.regs\[4\]\[19\],23.74
rf.regs\[10\]\[4\],23.72
rf.regs\[27\]\[5\],23.72
rf._02521_,23.66
rf._03365_,23.66
rf._04511_,23.64
rf.regs\[8\]\[22\],23.64
rf._03618_,23.62
rf.regs\[18\]\[17\],23.6
rf.regs\[1\]\[30\],23.6
rf._02294_,23.58
_043_,23.54
rf._01208_,23.54
rf.regs\[7\]\[22\],23.54
alu_inst._208_,23.51
rf.regs\[29\]\[29\],23.48
net111,23.48
rf._01574_,23.46
rf._02640_,23.46
rf._02006_,23.44
rf._05336_,23.38
rf.regs\[26\]\[18\],23.38
rf._01687_,23.34
rf._04059_,23.34
rf._01499_,23.32
rf._01178_,23.3
rf._04404_,23.3
rf.regs\[4\]\[23\],23.3
rf.regs\[27\]\[2\],23.28
rf.regs\[26\]\[8\],23.26
rf.regs\[28\]\[15\],23.26
rf.regs\[10\]\[0\],23.25
rf._01848_,23.2
rf._02197_,23.18
rf.regs\[18\]\[9\],23.18
rf.regs\[25\]\[0\],23.16
rf.regs\[6\]\[6\],23.16
rf.regs\[18\]\[29\],23.11
rf._04259_,23.1
rf.regs\[27\]\[12\],23.1
rf._03053_,23.08
rf._04214_,23.08
rf.regs\[27\]\[4\],23.08
rf._02641_,23.06
rf.regs\[13\]\[26\],23.06
rf.regs\[8\]\[28\],23.06
rf.regs\[26\]\[11\],23.04
alu_inst._029_,23.02
rf.regs\[6\]\[11\],23.02
rf.regs\[22\]\[28\],23
rf.regs\[24\]\[12\],23
rf.regs\[2\]\[29\],23
rf.regs\[27\]\[20\],22.94
rf.regs\[27\]\[9\],22.935
rf._02804_,22.92
alu_inst.a\[0\],22.905
ctrl.reg_write,22.9
rf.regs\[24\]\[1\],22.9
rf._01129_,22.88
rf._01250_,22.88
rf._03293_,22.88
rf._04370_,22.88
clknet_leaf_78_clk,22.88
rf._03487_,22.86
rf.regs\[11\]\[31\],22.86
rf.regs\[19\]\[6\],22.86
alu_inst._036_,22.84
alu_inst._210_,22.84
rf._04303_,22.8
rf.regs\[0\]\[6\],22.78
rf.regs\[25\]\[31\],22.78
rf.regs\[27\]\[11\],22.775
rf.regs\[16\]\[31\],22.77
rf.regs\[26\]\[21\],22.76
rf.regs\[30\]\[15\],22.74
rf.regs\[11\]\[15\],22.72
rf.regs\[14\]\[19\],22.72
rf.regs\[12\]\[31\],22.68
rf.regs\[14\]\[31\],22.68
rf.regs\[29\]\[9\],22.68
rf._01344_,22.66
rf._02253_,22.64
rf.regs\[12\]\[11\],22.64
rf.regs\[16\]\[10\],22.62
rf.regs\[16\]\[15\],22.6
rf._04536_,22.58
rf.regs\[16\]\[28\],22.58
rf.regs\[28\]\[20\],22.58
alu_inst._215_,22.56
alu_inst.a\[24\],22.56
rf.regs\[16\]\[19\],22.56
alu_inst._190_,22.52
rf._01841_,22.52
rf.regs\[16\]\[2\],22.52
rf.regs\[27\]\[6\],22.52
rf.regs\[31\]\[7\],22.52
rf._02608_,22.5
rf.regs\[11\]\[22\],22.5
rf._03590_,22.48
rf.regs\[18\]\[19\],22.48
rf.regs\[8\]\[13\],22.48
rf.regs\[6\]\[22\],22.46
rf.regs\[11\]\[6\],22.44
rf.regs\[26\]\[15\],22.44
rf.regs\[28\]\[11\],22.44
rf._01482_,22.42
rf._04196_,22.42
rf.regs\[6\]\[13\],22.42
rf.regs\[2\]\[28\],22.4
rf.regs\[27\]\[21\],22.38
rf.regs\[12\]\[28\],22.36
rf._02434_,22.34
rf.regs\[23\]\[18\],22.34
rf.regs\[9\]\[15\],22.32
rf.regs\[30\]\[13\],22.3
rf.regs\[17\]\[29\],22.28
rf.regs\[7\]\[25\],22.28
alu_inst._033_,22.26
rf._01243_,22.26
rf._02165_,22.26
rf.regs\[14\]\[29\],22.26
rf.regs\[30\]\[30\],22.26
rf.regs\[10\]\[25\],22.2
rf.regs\[17\]\[24\],22.2
rf.regs\[24\]\[22\],22.2
rf._01716_,22.16
rf.regs\[29\]\[8\],22.16
rf._01633_,22.14
rf.regs\[28\]\[1\],22.14
rf.regs\[9\]\[1\],22.14
rf._04155_,22.12
rf.regs\[8\]\[4\],22.105
rf.regs\[9\]\[20\],22.105
rf._01469_,22.095
rf._02630_,22.08
rf._02728_,22.08
rf.regs\[21\]\[9\],22.08
rf._01115_,22.04
rf._02994_,22.04
rf.regs\[18\]\[1\],22.04
clknet_leaf_102_clk,22.04
alu_inst._199_,22
rf._02591_,22
rf._04055_,22
rf.regs\[24\]\[11\],21.98
rf.regs\[31\]\[30\],21.98
rf.regs\[22\]\[29\],21.96
rf.regs\[25\]\[18\],21.96
rf._01286_,21.94
rf._01995_,21.94
rf.regs\[16\]\[17\],21.88
rf.regs\[22\]\[1\],21.83
alu_inst._223_,21.82
rf.regs\[3\]\[1\],21.82
rf.regs\[7\]\[24\],21.82
rf._01899_,21.8
rf._02752_,21.8
rf.regs\[24\]\[18\],21.8
rf.regs\[29\]\[24\],21.78
rf.regs\[4\]\[26\],21.78
rf.regs\[8\]\[31\],21.78
rf.regs\[21\]\[25\],21.76
rf.regs\[26\]\[19\],21.76
rf.regs\[8\]\[5\],21.76
rf.regs\[0\]\[9\],21.74
alu_inst._084_,21.68
rf.regs\[4\]\[31\],21.68
alu_inst._042_,21.66
rf._03043_,21.66
rf._02180_,21.64
rf.regs\[0\]\[25\],21.64
rf._02092_,21.62
rf.regs\[4\]\[29\],21.62
rf.regs\[21\]\[0\],21.6
rf._01595_,21.595
rf.regs\[22\]\[31\],21.58
rf.regs\[31\]\[14\],21.58
rf.regs\[4\]\[17\],21.58
rf._04045_,21.56
alu_inst._011_,21.545
rf._01616_,21.5
rf._01644_,21.5
rf._04377_,21.48
rf.regs\[12\]\[0\],21.48
alu_inst._098_,21.44
rf.regs\[16\]\[3\],21.44
rf.regs\[7\]\[9\],21.42
rf.regs\[8\]\[19\],21.38
rf._03416_,21.36
rf.regs\[21\]\[26\],21.36
rf._01773_,21.34
rf._03694_,21.34
rf.regs\[4\]\[21\],21.34
rf._01974_,21.32
rf.regs\[14\]\[13\],21.28
rf.regs\[31\]\[6\],21.28
alu_inst._161_,21.26
rf._02118_,21.26
rf.regs\[29\]\[13\],21.24
rf.regs\[3\]\[20\],21.24
rf.regs\[23\]\[20\],21.22
rf._02687_,21.2
rf._03204_,21.2
rf.regs\[18\]\[26\],21.2
rf._01628_,21.14
rf.regs\[17\]\[28\],21.14
rf.regs\[3\]\[19\],21.14
alu_inst._209_,21.12
rf._03935_,21.12
rf.regs\[24\]\[20\],21.12
rf.regs\[13\]\[16\],21.1
rf._02638_,21.08
rf.regs\[0\]\[1\],21.08
rf.regs\[3\]\[23\],21.08
rf._02211_,21.06
rf.regs\[12\]\[5\],21.06
rf.regs\[31\]\[15\],21.06
alu_inst.a\[10\],21.04
rf.regs\[27\]\[31\],21.04
rf.regs\[2\]\[12\],21.04
rf._01195_,21.02
rf._01705_,21.02
rf._04216_,21.02
rf.regs\[27\]\[15\],21.02
rf.regs\[23\]\[13\],21.015
alu_inst._149_,21
rf.regs\[20\]\[3\],21
rf.regs\[9\]\[29\],21
rf._02511_,20.98
rf.regs\[16\]\[1\],20.96
rf.regs\[4\]\[16\],20.96
alu_inst._109_,20.94
rf.regs\[24\]\[31\],20.94
rf._03243_,20.92
rf._02234_,20.9
rf._03332_,20.9
rf._01488_,20.88
rf._02563_,20.88
rf._01822_,20.86
rf._01182_,20.84
rf.regs\[30\]\[4\],20.84
rf.regs\[31\]\[20\],20.84
rf.regs\[6\]\[24\],20.84
rf._02304_,20.82
rf.regs\[18\]\[30\],20.8
rf.regs\[20\]\[6\],20.8
rf._01398_,20.78
rf.regs\[11\]\[20\],20.78
rf._02151_,20.76
rf.regs\[28\]\[23\],20.76
rf._01561_,20.74
rf.regs\[27\]\[10\],20.74
rf.regs\[19\]\[29\],20.72
rf._01187_,20.7
rf._01392_,20.68
rf.regs\[25\]\[26\],20.68
rf._04306_,20.64
rf.regs\[24\]\[23\],20.64
rf.regs\[24\]\[3\],20.64
rf.regs\[17\]\[14\],20.62
rf._02738_,20.6
rf.regs\[26\]\[3\],20.58
rf._02770_,20.56
rf._03628_,20.56
rf._03670_,20.56
rf.regs\[24\]\[13\],20.54
rf.regs\[29\]\[16\],20.54
rf.regs\[10\]\[19\],20.5
rf._02066_,20.44
rf.regs\[24\]\[21\],20.44
rf._03070_,20.42
rf._02402_,20.4
rf.regs\[25\]\[2\],20.38
rf.regs\[6\]\[9\],20.355
alu_inst._136_,20.32
rf._02320_,20.32
alu_inst._227_,20.31
rf._01566_,20.3
rf.regs\[10\]\[20\],20.28
rf.regs\[17\]\[30\],20.28
rf.regs\[6\]\[25\],20.28
rf._03847_,20.26
rf.regs\[1\]\[12\],20.26
rf._03800_,20.24
rf._04146_,20.22
rf._04194_,20.22
rf.regs\[28\]\[12\],20.2
rf.regs\[0\]\[0\],20.16
rf._02196_,20.14
out[26],20.1
rf.regs\[20\]\[5\],20.08
rf._01767_,20.06
rf.regs\[10\]\[16\],20.06
rf.regs\[21\]\[31\],20.06
rf._02587_,20.045
rf._02300_,20.04
rf.regs\[31\]\[29\],20.04
out[20],20
rf._02359_,20
rf._01789_,19.98
rf._03277_,19.98
rf.regs\[28\]\[10\],19.97
rf._02375_,19.96
rf.regs\[0\]\[31\],19.94
rf.regs\[16\]\[13\],19.94
rf.regs\[21\]\[13\],19.94
rf.regs\[28\]\[14\],19.94
alu_inst._111_,19.92
rf.regs\[15\]\[22\],19.92
rf._02706_,19.86
rf.regs\[8\]\[21\],19.84
rf._03092_,19.82
rf.regs\[20\]\[0\],19.82
rf.regs\[23\]\[29\],19.82
rf._02871_,19.78
rf.regs\[16\]\[16\],19.78
rf.regs\[12\]\[21\],19.74
rf.regs\[7\]\[28\],19.74
rf.regs\[10\]\[23\],19.66
rf._03917_,19.655
alu_inst._137_,19.64
rf._03908_,19.64
rf._04019_,19.62
rf.regs\[29\]\[30\],19.62
rf.regs\[4\]\[3\],19.62
rf._01323_,19.6
rf._01580_,19.6
rf.regs\[0\]\[28\],19.58
rf.regs\[25\]\[15\],19.58
rf.regs\[15\]\[31\],19.56
alu_inst._056_,19.54
rf._01464_,19.54
rf.regs\[10\]\[1\],19.54
rf.regs\[22\]\[5\],19.52
alu_inst.a\[17\],19.5
rf._01931_,19.5
rf.regs\[12\]\[25\],19.5
rf._03012_,19.48
rf.regs\[24\]\[10\],19.48
rf.regs\[8\]\[29\],19.48
rf.regs\[8\]\[9\],19.48
rf.regs\[27\]\[7\],19.475
rf._01843_,19.46
rf._03274_,19.46
rf.regs\[14\]\[7\],19.46
rf.regs\[24\]\[15\],19.4
alu_inst._204_,19.38
rf.regs\[11\]\[30\],19.38
alu_inst.a\[22\],19.36
rf.regs\[10\]\[7\],19.36
rf._02424_,19.32
alu_inst._113_,19.28
rf._02486_,19.28
alu_inst._013_,19.26
rf._03525_,19.26
alu_inst._101_,19.24
rf.regs\[5\]\[22\],19.24
rf.regs\[24\]\[25\],19.2
rf._04287_,19.18
rf.regs\[11\]\[29\],19.16
rf._01623_,19.14
rf.regs\[23\]\[9\],19.14
rf.regs\[15\]\[23\],19.12
rf.regs\[31\]\[19\],19.1
alu_inst._086_,19.08
rf._02269_,19.08
rf._02339_,19.08
rf._03514_,19.08
rf._04098_,19.08
rf._04334_,19.08
rf.regs\[0\]\[10\],19.08
rf.regs\[8\]\[1\],19.08
rf._01768_,19.06
rf._04523_,19.06
rf.regs\[9\]\[23\],19.04
rf._01429_,19.02
rf.regs\[21\]\[11\],19.02
alu_inst.b\[19\],19.01
_031_,18.98
rf.regs\[14\]\[3\],18.98
rf.regs\[21\]\[23\],18.98
rf._03263_,18.96
rf.regs\[7\]\[20\],18.94
rf._03955_,18.9
rf.regs\[14\]\[6\],18.9
rf.regs\[14\]\[30\],18.86
rf._01225_,18.82
rf._02479_,18.82
rf.regs\[14\]\[15\],18.82
rf.regs\[0\]\[23\],18.8
rf.regs\[9\]\[24\],18.8
rf.regs\[6\]\[8\],18.78
alu_inst.b\[20\],18.76
rf._03494_,18.76
rf.regs\[23\]\[27\],18.76
alu_inst._102_,18.74
rf._01796_,18.72
rf.regs\[13\]\[1\],18.72
rf._01378_,18.7
rf.regs\[14\]\[18\],18.7
rf.regs\[21\]\[17\],18.66
rf._02051_,18.6
rf.regs\[27\]\[28\],18.6
rf._03566_,18.58
rf.regs\[13\]\[23\],18.56
rf.regs\[4\]\[15\],18.56
rf._03453_,18.54
rf.regs\[0\]\[11\],18.54
rf._01760_,18.52
rf.regs\[31\]\[12\],18.52
rf._02104_,18.5
rf._03720_,18.5
rf.regs\[27\]\[27\],18.5
rf._04260_,18.48
rf.regs\[11\]\[0\],18.48
rf.regs\[28\]\[7\],18.48
rf.regs\[6\]\[23\],18.48
alu_inst.b\[30\],18.46
rf.regs\[24\]\[26\],18.46
rf.regs\[8\]\[6\],18.46
rf._01282_,18.44
rf._04131_,18.4
rf._04381_,18.4
rf._02645_,18.38
rf._03513_,18.36
rf.regs\[12\]\[8\],18.36
alu_inst._035_,18.34
rf._03213_,18.34
rf.regs\[17\]\[7\],18.34
alu_inst.b\[25\],18.31
rf._03669_,18.28
rf.regs\[21\]\[29\],18.28
rf.regs\[8\]\[7\],18.26
rf._01877_,18.24
rf._02522_,18.24
rf.regs\[10\]\[13\],18.24
rf.regs\[18\]\[7\],18.24
rf.regs\[7\]\[29\],18.24
clknet_leaf_63_clk,18.24
clknet_leaf_116_clk,18.24
rf._01613_,18.22
rf.regs\[27\]\[14\],18.22
rf.regs\[8\]\[14\],18.22
rf._03199_,18.2
rf.regs\[0\]\[13\],18.2
rf.regs\[10\]\[30\],18.2
rf.regs\[16\]\[6\],18.18
alu_inst._119_,18.14
alu_inst.b\[4\],18.14
rf._01422_,18.14
rf._02539_,18.14
rf._03853_,18.14
alu_inst.b\[18\],18.12
rf.regs\[28\]\[24\],18.12
rf.regs\[4\]\[24\],18.12
rf.regs\[23\]\[19\],18.1
rf.regs\[3\]\[18\],18.1
rf.regs\[12\]\[6\],18.08
alu_inst.b\[14\],18.06
rf._01314_,18.06
rf._01337_,18.06
rf._02465_,18.06
rf._02661_,18.06
rf.regs\[24\]\[24\],18.06
rf.regs\[14\]\[26\],18.04
alu_inst._002_,18
rf._01911_,18
rf.regs\[18\]\[20\],18
rf.regs\[21\]\[15\],17.98
alu_inst.b\[9\],17.96
rf.regs\[28\]\[9\],17.96
rf.regs\[3\]\[31\],17.96
rf.regs\[17\]\[16\],17.94
alu_inst._231_,17.9
rf.regs\[11\]\[25\],17.9
rf.regs\[31\]\[31\],17.88
alu_inst.b\[26\],17.86
rf.regs\[5\]\[6\],17.86
pc_inst._116_,17.84
alu_inst._172_,17.82
rf.regs\[0\]\[8\],17.82
rf.regs\[12\]\[23\],17.82
rf.regs\[6\]\[0\],17.76
rf.regs\[18\]\[15\],17.74
rf.regs\[6\]\[31\],17.74
rf.regs\[16\]\[20\],17.72
alu_inst._067_,17.7
alu_inst._103_,17.7
rf._02878_,17.7
rf.regs\[23\]\[22\],17.7
rf.regs\[1\]\[9\],17.68
rf.regs\[23\]\[25\],17.67
rf.regs\[3\]\[12\],17.66
rf.regs\[9\]\[28\],17.66
rf._02377_,17.64
rf._03126_,17.64
alu_inst.a\[1\],17.62
rf._04486_,17.62
rf.regs\[20\]\[4\],17.62
rf.regs\[4\]\[10\],17.62
rf.regs\[1\]\[17\],17.6
rf.regs\[30\]\[24\],17.58
rf.regs\[9\]\[27\],17.56
rf._02446_,17.54
rf.regs\[0\]\[29\],17.54
rf.regs\[28\]\[21\],17.54
rf._03633_,17.52
rf.regs\[8\]\[30\],17.52
rf._01724_,17.48
rf.regs\[13\]\[30\],17.48
rf._02558_,17.46
rf._03409_,17.46
rf._04517_,17.44
rf.regs\[10\]\[11\],17.44
rf.regs\[21\]\[16\],17.44
rf.regs\[7\]\[31\],17.44
rf.regs\[12\]\[27\],17.4
rf.regs\[3\]\[30\],17.4
rf.regs\[29\]\[19\],17.36
rf._01362_,17.34
rf.regs\[7\]\[13\],17.34
alu_inst._217_,17.32
rf._02379_,17.3
rf.regs\[10\]\[8\],17.3
rf.regs\[31\]\[27\],17.3
rf.regs\[17\]\[20\],17.28
rf.regs\[3\]\[10\],17.28
rf.regs\[14\]\[14\],17.26
rf._02721_,17.22
rf.regs\[15\]\[26\],17.22
alu_inst._134_,17.18
rf._01813_,17.18
rf._01324_,17.14
rf._02935_,17.14
alu_inst._023_,17.11
rf._02065_,17.1
rf._02671_,17.1
rf.regs\[16\]\[0\],17.1
rf.regs\[20\]\[1\],17.1
rf._01971_,17.08
rf.regs\[10\]\[17\],17.08
alu_inst._057_,17.06
alu_inst.y\[14\],17.06
rf._04471_,17.06
rf.regs\[17\]\[17\],17.06
rf._03639_,17.04
rf.regs\[25\]\[16\],17.04
rf.regs\[31\]\[13\],17.02
rf._02368_,17
rf.regs\[19\]\[25\],17
rf.regs\[30\]\[1\],17
rf.regs\[12\]\[15\],16.98
rf.regs\[17\]\[19\],16.98
rf.regs\[0\]\[15\],16.96
rf.regs\[0\]\[20\],16.96
rf._04384_,16.94
rf.regs\[28\]\[22\],16.94
rf.regs\[30\]\[18\],16.94
rf.regs\[14\]\[17\],16.92
alu_inst._065_,16.915
rf._03432_,16.9
rf._03637_,16.9
rf._02155_,16.88
rf.regs\[20\]\[30\],16.86
rf._01695_,16.84
alu_inst._118_,16.82
rf._01717_,16.82
rf.regs\[15\]\[27\],16.8
rf._01727_,16.78
rf._02247_,16.78
rf._03726_,16.78
rf._04692_,16.78
rf.regs\[14\]\[23\],16.78
rf.regs\[8\]\[0\],16.78
rf._03758_,16.76
rf.regs\[30\]\[26\],16.74
rf._02774_,16.7
rf.regs\[12\]\[29\],16.7
rf._01348_,16.68
rf.regs\[7\]\[11\],16.68
net109,16.68
alu_inst._222_,16.66
rf.regs\[20\]\[27\],16.66
alu_inst._025_,16.64
rf._01443_,16.64
rf.regs\[26\]\[24\],16.64
rf._01718_,16.62
rf._01733_,16.6
rf._03560_,16.6
rf._03901_,16.6
rf._02612_,16.56
rf.regs\[19\]\[28\],16.54
rf.regs\[14\]\[2\],16.52
rf.regs\[1\]\[13\],16.52
rf.regs\[7\]\[6\],16.52
rf.regs\[13\]\[31\],16.515
rf._01534_,16.5
rf.regs\[10\]\[15\],16.495
rf.regs\[12\]\[9\],16.48
rf._04149_,16.44
rf.regs\[16\]\[11\],16.42
rf._02787_,16.4
rf._01228_,16.38
rf.regs\[31\]\[9\],16.36
rf.regs\[13\]\[22\],16.34
alu_inst._108_,16.3
rf._01166_,16.3
rf._02657_,16.3
rf._02762_,16.3
rf._03255_,16.3
rf._03675_,16.3
rf.regs\[0\]\[12\],16.3
rf.regs\[15\]\[3\],16.28
rf.regs\[18\]\[10\],16.28
rf.regs\[20\]\[31\],16.28
rf.regs\[25\]\[29\],16.28
alu_inst._206_,16.26
rf._01930_,16.26
rf.regs\[15\]\[7\],16.26
alu_inst._007_,16.24
rf._04212_,16.24
rf.regs\[14\]\[16\],16.24
alu_inst._071_,16.22
rf._01402_,16.22
rf._01655_,16.22
rf._03122_,16.22
rf._04108_,16.22
rf._01904_,16.18
rf.regs\[19\]\[24\],16.18
rf._02489_,16.16
rf.regs\[1\]\[1\],16.16
rf.regs\[31\]\[22\],16.16
rf._04081_,16.14
rf._04198_,16.14
rf.regs\[0\]\[17\],16.12
rf.regs\[12\]\[16\],16.12
rf.regs\[18\]\[12\],16.12
rf.regs\[19\]\[16\],16.12
rf.regs\[9\]\[31\],16.1
rf._01263_,16.08
rf._03782_,16.08
rf.regs\[26\]\[25\],16.08
rf._01411_,16.06
rf.regs\[25\]\[17\],16.06
alu_inst._147_,15.98
rf._02285_,15.98
rf._04510_,15.98
rf.regs\[0\]\[16\],15.98
rf.regs\[29\]\[5\],15.98
rf._01905_,15.96
net183,15.96
rf._02570_,15.94
rf.regs\[14\]\[12\],15.94
rf.regs\[18\]\[14\],15.94
rf.regs\[10\]\[29\],15.9
rf.regs\[24\]\[16\],15.9
rf._01987_,15.84
rf._02420_,15.84
rf._04400_,15.84
rf.regs\[12\]\[30\],15.82
rf.regs\[22\]\[30\],15.82
rf._02759_,15.8
alu_inst.a\[18\],15.78
rf._02632_,15.78
rf.regs\[19\]\[18\],15.78
rf._03163_,15.76
rf._03474_,15.74
alu_inst.a\[26\],15.72
rf._01280_,15.72
rf.regs\[18\]\[13\],15.7
rf._03138_,15.68
rf.regs\[21\]\[12\],15.68
net586,15.68
rf._01888_,15.64
rf._03358_,15.64
rf._01982_,15.62
rf.regs\[18\]\[31\],15.6
rf._03546_,15.58
rf.regs\[13\]\[24\],15.58
rf._02276_,15.54
rf.regs\[14\]\[11\],15.52
rf._01510_,15.5
rf._02323_,15.5
rf._02747_,15.5
rf.regs\[19\]\[31\],15.5
rf.regs\[6\]\[29\],15.48
rf._02261_,15.46
rf.regs\[17\]\[12\],15.455
rf._03576_,15.44
rf.regs\[4\]\[8\],15.44
rf.regs\[19\]\[17\],15.42
rf.regs\[21\]\[14\],15.42
alu_inst._045_,15.38
rf.regs\[18\]\[21\],15.38
rf.regs\[31\]\[10\],15.36
rf._01240_,15.32
rf._04294_,15.32
rf.regs\[19\]\[22\],15.32
rf._02609_,15.3
rf._03309_,15.3
rf._04124_,15.3
rf._04328_,15.28
rf.regs\[27\]\[8\],15.28
rf._04451_,15.26
rf.regs\[18\]\[11\],15.26
rf._02743_,15.24
rf.regs\[1\]\[19\],15.24
rf.regs\[24\]\[30\],15.24
rf.regs\[3\]\[14\],15.24
alu_inst.a\[3\],15.22
rf._04489_,15.22
rf.regs\[18\]\[16\],15.2
alu_inst._022_,15.18
alu_inst.a\[19\],15.18
alu_inst.b\[22\],15.18
rf.regs\[24\]\[8\],15.18
rf.regs\[20\]\[29\],15.14
rf.regs\[10\]\[22\],15.12
alu_inst.a\[13\],15.1
rf._04165_,15.1
rf.regs\[16\]\[9\],15.08
alu_inst._130_,15.06
rf._01943_,15.06
rf._03567_,15.06
rf._01505_,15.04
rf._02154_,15.04
rf.regs\[17\]\[31\],15.04
rf.regs\[1\]\[10\],15.04
alu_inst.b\[13\],15.02
rf.regs\[12\]\[20\],15.02
rf.regs\[8\]\[18\],15.02
alu_inst._016_,15
rf._03855_,15
rf.regs\[21\]\[6\],15
alu_inst._230_,14.99
rf._03603_,14.98
rf._04068_,14.96
rf._01161_,14.94
rf._01603_,14.94
rf._01823_,14.94
rf._01372_,14.92
rf._01690_,14.92
rf._02168_,14.92
rf._02725_,14.92
rf.regs\[21\]\[22\],14.92
rf.regs\[21\]\[7\],14.92
alu_inst._205_,14.9
rf.regs\[27\]\[30\],14.88
rf.regs\[4\]\[27\],14.88
rf._01530_,14.84
rf._04313_,14.84
rf._04463_,14.84
rf._02204_,14.82
rf.regs\[13\]\[6\],14.82
rf._03914_,14.8
rf.regs\[9\]\[6\],14.8
rf._02218_,14.76
rf.regs\[19\]\[19\],14.74
alu_inst._160_,14.72
rf._01256_,14.72
rf._01827_,14.7
rf.regs\[4\]\[12\],14.68
rf._02206_,14.66
rf._04249_,14.66
rf.regs\[10\]\[31\],14.64
rf.regs\[11\]\[23\],14.64
rf.regs\[4\]\[1\],14.64
rf._03964_,14.6
rf._04483_,14.6
rf._03954_,14.58
rf._01491_,14.56
rf._01481_,14.48
rf._01816_,14.48
rf._01839_,14.48
rf._03027_,14.48
rf._04467_,14.48
rf.regs\[1\]\[15\],14.48
net106,14.46
alu_inst._112_,14.44
rf._01049_,14.44
rf.regs\[30\]\[21\],14.44
rf.regs\[13\]\[0\],14.42
rf._03703_,14.4
rf._04099_,14.4
rf._05092_,14.4
rf.regs\[4\]\[14\],14.4
alu_inst._107_,14.34
rf._02159_,14.34
rf._03700_,14.34
rf.regs\[13\]\[18\],14.34
rf.regs\[31\]\[1\],14.34
rf._04172_,14.32
rf.regs\[10\]\[21\],14.32
rf.regs\[4\]\[30\],14.32
alu_inst.b\[6\],14.3
rf._01269_,14.3
rf._02427_,14.3
rf._03019_,14.3
rf._04115_,14.3
rf._04275_,14.3
rf._04504_,14.3
rf.regs\[29\]\[26\],14.3
rf._01645_,14.26
rf._01833_,14.26
rf._02034_,14.26
rf._05154_,14.24
rf.regs\[1\]\[11\],14.24
rf.regs\[6\]\[18\],14.22
net821,14.2
rf._04065_,14.18
rf.regs\[10\]\[9\],14.18
rf.regs\[16\]\[7\],14.18
ctrl.opcode\[5\],14.14
rf._03796_,14.14
rf._02230_,14.12
rf._04233_,14.12
rf._01891_,14.1
rf.regs\[6\]\[28\],14.1
rf._03681_,14.08
rf.regs\[25\]\[27\],14.08
alu_inst.b\[23\],14.07
rf.regs\[23\]\[5\],14.06
net799,14.06
rf._02086_,14.04
rf._04266_,14.04
rf.regs\[15\]\[9\],14.04
rf._02518_,14.02
rf.regs\[0\]\[18\],14.02
alu_inst.b\[17\],14
rf._02808_,14
rf._03352_,14
rf._04421_,14
rf._05080_,14
rf._01531_,13.98
alu_inst._203_,13.96
rf._03023_,13.96
rf._03075_,13.96
rf.regs\[4\]\[28\],13.96
rf._03883_,13.94
