net,length_um
rf._03297_,4.9
rf._03891_,4.9
rf._04903_,4.9
rf.regs\[5\]\[19\],4.9
rf._00041_,4.885
rf._00138_,4.885
rf._00152_,4.885
rf._00240_,4.885
rf._00884_,4.885
alu_inst._143_,4.88
rf._01670_,4.88
rf._01726_,4.88
rf._01866_,4.88
rf._01867_,4.88
rf._01942_,4.88
rf._02022_,4.88
rf._02753_,4.88
rf._03296_,4.88
rf._03516_,4.88
rf._03693_,4.88
rf._04067_,4.88
rf._04318_,4.88
rf._04604_,4.88
rf._04647_,4.88
rf._04714_,4.88
rf._04752_,4.88
rf._04925_,4.88
rf._05018_,4.88
rf._05063_,4.88
rf._05106_,4.88
rf._05124_,4.88
rf._05146_,4.88
rf._05267_,4.88
rf._05291_,4.88
rf._05325_,4.88
rf._05334_,4.88
rf._05371_,4.88
rf._05386_,4.88
rf._05426_,4.88
rf._05523_,4.88
rf._05545_,4.88
rf._05573_,4.88
rf._05658_,4.88
rf._05710_,4.88
rf._00802_,4.865
rf._00002_,4.845
rf._00010_,4.845
rf._00012_,4.845
rf._00058_,4.845
rf._00089_,4.845
rf._00337_,4.845
rf._00480_,4.845
rf._00777_,4.845
rf._01003_,4.845
rf._00539_,4.82
rf._01819_,4.82
rf._02338_,4.82
rf._02848_,4.82
rf._02951_,4.82
rf._03014_,4.82
rf._03351_,4.82
rf._03727_,4.82
rf._04083_,4.82
rf._04133_,4.82
rf._05010_,4.82
rf._05122_,4.82
rf._05611_,4.82
rf._05688_,4.82
rf._05718_,4.82
rf.regs\[5\]\[10\],4.82
rf.regs\[5\]\[11\],4.82
rf.regs\[5\]\[20\],4.82
rf.regs\[5\]\[21\],4.82
net107,4.82
net115,4.82
net54,4.8
rf._01288_,4.8
rf._01420_,4.8
rf._01496_,4.8
rf._01771_,4.8
rf._02073_,4.8
rf._02401_,4.8
rf._02499_,4.8
rf._02672_,4.8
rf._02830_,4.8
rf._03051_,4.8
rf._03184_,4.8
rf._03219_,4.8
rf._03333_,4.8
rf._03779_,4.8
rf._03969_,4.8
rf._04001_,4.8
rf._04369_,4.8
rf._04437_,4.8
rf._04704_,4.8
rf._04796_,4.8
rf._04911_,4.8
rf._04963_,4.8
rf._05000_,4.8
rf._05006_,4.8
rf._05054_,4.8
rf._05150_,4.8
rf._05162_,4.8
rf._05168_,4.8
rf._05205_,4.8
rf._05218_,4.8
rf._05360_,4.8
rf._05506_,4.8
rf._05534_,4.8
rf._05543_,4.8
rf._05567_,4.8
rf._05632_,4.8
rf._05806_,4.8
net60,4.8
net74,4.8
net144,4.8
net226,4.8
net387,4.8
net742,4.8
net788,4.8
net827,4.8
rf._01309_,4.76
rf._01923_,4.76
rf._02549_,4.76
rf._02704_,4.76
rf._02849_,4.76
rf._02965_,4.76
rf._03149_,4.76
rf._03531_,4.76
rf._04445_,4.76
rf._04552_,4.76
rf._04689_,4.76
rf._04691_,4.76
rf._04703_,4.76
rf._04757_,4.76
rf._04802_,4.76
rf._04852_,4.76
rf._04861_,4.76
rf._04862_,4.76
rf._04866_,4.76
rf._04989_,4.76
rf._05022_,4.76
rf._05027_,4.76
rf._05038_,4.76
rf._05052_,4.76
rf._05068_,4.76
rf._05256_,4.76
rf._05261_,4.76
rf._05284_,4.76
rf._05294_,4.76
rf._05306_,4.76
rf._05339_,4.76
rf._05344_,4.76
rf._05357_,4.76
rf._05363_,4.76
rf._05540_,4.76
rf._05546_,4.76
rf._05614_,4.76
rf._05695_,4.76
rf._00937_,4.725
rf._00636_,4.72
_009_,4.7
rf._00011_,4.7
rf._00026_,4.7
rf._00073_,4.7
rf._00197_,4.7
rf._00329_,4.7
rf._00348_,4.7
rf._00487_,4.7
rf._00712_,4.7
rf._00927_,4.7
rf._00939_,4.7
rf._00990_,4.7
rf._01449_,4.7
rf._02112_,4.7
rf._02634_,4.7
rf._04023_,4.7
rf._04564_,4.7
net330,4.7
net500,4.7
net532,4.7
net540,4.7
net551,4.7
net620,4.7
net845,4.7
pc_inst._011_,4.68
rf._01453_,4.68
rf._02636_,4.68
rf._02756_,4.68
rf._05279_,4.68
rf._05648_,4.68
net59,4.68
net457,4.68
net509,4.66
net582,4.66
alu_inst._116_,4.64
rf._00841_,4.635
rf._00137_,4.625
rf._00379_,4.625
rf._00445_,4.625
rf._00915_,4.625
alu_inst._024_,4.6
rf._01521_,4.6
rf._01714_,4.6
rf._01809_,4.6
rf._02497_,4.6
rf._02597_,4.6
rf._02703_,4.6
rf._03080_,4.6
rf._04006_,4.6
rf._04145_,4.6
rf._04392_,4.6
rf._04520_,4.6
net79,4.6
rf._00335_,4.585
rf._01630_,4.58
rf._01653_,4.58
rf._01850_,4.58
rf._02428_,4.58
net600,4.58
pc_inst._031_,4.56
rf._01731_,4.56
rf._03249_,4.56
rf._04119_,4.56
net700,4.56
rf._02243_,4.54
rf._02978_,4.54
rf._04191_,4.54
rf._02732_,4.5
rf._04490_,4.49
rf._00336_,4.485
net103,4.48
rf._00741_,4.48
rf._01165_,4.48
rf._01610_,4.48
rf._01668_,4.48
rf._01786_,4.48
rf._01862_,4.48
rf._01913_,4.48
rf._02586_,4.48
rf._03002_,4.48
rf._03127_,4.48
rf._03222_,4.48
rf._03299_,4.48
rf._03438_,4.48
rf._03613_,4.48
rf._04650_,4.48
rf._05625_,4.48
net127,4.48
net133,4.48
_022_,4.46
alu_inst._157_,4.46
ctrl._01_,4.46
rf._01053_,4.46
rf._01121_,4.46
rf._01266_,4.46
rf._01284_,4.46
rf._01485_,4.46
rf._01601_,4.46
rf._01729_,4.46
rf._01847_,4.46
rf._01969_,4.46
rf._02039_,4.46
rf._02237_,4.46
rf._02476_,4.46
rf._03136_,4.46
rf._03206_,4.46
rf._03239_,4.46
rf._03498_,4.46
rf._03505_,4.46
rf._03653_,4.46
rf._03875_,4.46
rf._03900_,4.46
rf._04054_,4.46
rf._04097_,4.46
rf._04615_,4.46
rf._04626_,4.46
rf._04648_,4.46
rf._04658_,4.46
rf._04786_,4.46
rf._04985_,4.46
rf._05197_,4.46
rf._05317_,4.46
rf._05500_,4.46
rf._05670_,4.46
rf._05673_,4.46
rf._05773_,4.46
rf._05778_,4.46
net57,4.46
net67,4.46
net141,4.46
rf._00820_,4.455
rf._01973_,4.44
rf._04629_,4.44
rf._04833_,4.44
rf.regs\[5\]\[12\],4.44
rf._00109_,4.425
rf._00603_,4.425
rf._00667_,4.425
rf._00743_,4.425
rf._00944_,4.425
rf._01019_,4.425
_025_,4.42
rf._01749_,4.42
rf._02633_,4.42
rf._02962_,4.42
rf._03400_,4.42
rf._04082_,4.42
rf._04270_,4.42
rf._04488_,4.42
rf._04660_,4.42
rf._04677_,4.42
rf._04712_,4.42
rf._04803_,4.42
rf._04839_,4.42
rf._04857_,4.42
rf._04864_,4.42
rf._04906_,4.42
rf._04942_,4.42
rf._04944_,4.42
rf._05043_,4.42
rf._05049_,4.42
rf._05266_,4.42
rf._05346_,4.42
rf._05455_,4.42
rf._05484_,4.42
rf._05485_,4.42
rf._05510_,4.42
rf._05512_,4.42
rf._05669_,4.42
rf._05674_,4.42
rf._05697_,4.42
rf._05702_,4.42
rf._05730_,4.42
rf._05782_,4.42
rf._00121_,4.385
rf._00164_,4.385
rf._00189_,4.385
rf._00220_,4.385
rf._00324_,4.385
rf._00400_,4.385
rf._00530_,4.385
rf._00684_,4.385
rf._00706_,4.385
rf._00877_,4.385
net101,4.38
rf._00738_,4.36
rf._00755_,4.36
rf._01394_,4.36
rf._01562_,4.36
rf._01755_,4.36
rf._01964_,4.36
rf._02079_,4.36
rf._02283_,4.36
rf._03767_,4.36
rf._04139_,4.36
rf._04244_,4.36
rf._04473_,4.36
rf._04596_,4.36
rf._04828_,4.36
rf._04841_,4.36
rf._05034_,4.36
rf._05220_,4.36
rf._05571_,4.36
alu_inst._192_,4.34
rf._01163_,4.34
rf._01246_,4.34
rf._01906_,4.34
rf._01921_,4.34
rf._02018_,4.34
rf._02100_,4.34
rf._02387_,4.34
rf._02482_,4.34
rf._02598_,4.34
rf._02602_,4.34
rf._02670_,4.34
rf._02695_,4.34
rf._02757_,4.34
rf._02799_,4.34
rf._02986_,4.34
rf._03209_,4.34
rf._03319_,4.34
rf._03396_,4.34
rf._03787_,4.34
rf._03830_,4.34
rf._04140_,4.34
rf._04322_,4.34
rf._04398_,4.34
rf._04654_,4.34
rf._04675_,4.34
rf._04720_,4.34
rf._05024_,4.34
rf._05071_,4.34
rf._05444_,4.34
rf._05475_,4.34
rf._05493_,4.34
rf._05511_,4.34
rf._05692_,4.34
rf._05715_,4.34
rf._05744_,4.34
rf._05755_,4.34
rf._05779_,4.34
rf.rd2\[5\],4.34
net110,4.34
net301,4.34
net489,4.34
rf._00834_,4.335
rf._00724_,4.325
rf.regs\[5\]\[3\],4.32
rf._00966_,4.305
rf._00225_,4.265
rf._00267_,4.265
rf._00774_,4.265
rf._00885_,4.265
rf._00943_,4.265
rf._00992_,4.265
rf._00006_,4.26
rf._00325_,4.26
rf._00969_,4.26
rf._01011_,4.26
rf._00005_,4.24
rf._00095_,4.24
rf._00542_,4.24
rf._00544_,4.24
rf._00576_,4.24
rf._00596_,4.24
rf._00676_,4.24
rf._00713_,4.24
rf._00751_,4.24
rf._01013_,4.24
rf._01416_,4.24
rf._03196_,4.24
rf._04126_,4.24
net168,4.24
net425,4.24
net599,4.24
net627,4.24
alu_inst._159_,4.22
rf._02068_,4.22
rf._03885_,4.22
rf._05318_,4.22
rf._00149_,4.165
rf._00424_,4.165
rf._00703_,4.165
rf._00871_,4.165
rf._00883_,4.165
rf._01021_,4.165
rf._00360_,4.145
rf._00368_,4.145
alu_inst._099_,4.14
alu_inst._195_,4.14
rf._01064_,4.14
rf._01310_,4.14
rf._01704_,4.14
rf._01795_,4.14
rf._01844_,4.14
rf._01929_,4.14
rf._02396_,4.14
rf._02494_,4.14
rf._03220_,4.14
rf._03304_,4.14
rf._03325_,4.14
rf._03512_,4.14
rf._03804_,4.14
rf._03822_,4.14
rf._03959_,4.14
rf.rd2\[19\],4.14
rf.rd2\[20\],4.14
rf.rd2\[21\],4.14
rf._00381_,4.125
rf._01686_,4.12
rf._02473_,4.12
rf._03031_,4.12
rf._03303_,4.12
rf._03729_,4.12
rf._03823_,4.12
rf.rd2\[23\],4.12
net543,4.12
rf._00102_,4.085
rf._00124_,4.085
rf._00515_,4.085
rf._00620_,4.085
rf._00881_,4.085
rf._01384_,4.08
rf._04285_,4.08
rf._04521_,4.08
rf._00027_,4.065
rf._00769_,4.065
rf._00728_,4.025
alu_inst.a\[29\],4.02
rf._00190_,4.02
rf._01333_,4.02
rf._01451_,4.02
rf._01559_,4.02
rf._01560_,4.02
rf._01697_,4.02
rf._01947_,4.02
rf._01948_,4.02
rf._02055_,4.02
rf._02111_,4.02
rf._02432_,4.02
rf._02683_,4.02
rf._02684_,4.02
rf._03018_,4.02
rf._03201_,4.02
rf._03662_,4.02
rf._03929_,4.02
rf._03982_,4.02
rf._04013_,4.02
rf._04329_,4.02
net73,4.02
net94,4.02
_023_,4
_028_,4
_039_,4
alu_inst._220_,4
rf._01193_,4
rf._01298_,4
rf._01631_,4
rf._01683_,4
rf._01832_,4
rf._01894_,4
rf._02074_,4
rf._02403_,4
rf._02569_,4
rf._02659_,4
rf._02727_,4
rf._02966_,4
rf._03065_,4
rf._03121_,4
rf._03164_,4
rf._03266_,4
rf._03384_,4
rf._03515_,4
rf._03621_,4
rf._03786_,4
rf._03795_,4
rf._03866_,4
rf._04031_,4
rf._04352_,4
rf._04379_,4
rf._04431_,4
rf._04459_,4
rf._04646_,4
rf._04733_,4
rf._04781_,4
rf._04814_,4
rf._05019_,4
rf._05046_,4
rf._05216_,4
rf._05362_,4
rf._05490_,4
rf._05550_,4
rf._05597_,4
rf._05642_,4
net71,4
net114,3.98
rf._00205_,3.965
rf._00209_,3.965
rf._00313_,3.965
rf._00725_,3.965
rf._00803_,3.965
rf._00825_,3.965
rf._00999_,3.965
rf._00901_,3.945
rf._00000_,3.925
rf._00004_,3.925
rf._00062_,3.925
rf._00082_,3.925
rf._00119_,3.925
rf._00131_,3.925
rf._00194_,3.925
rf._00296_,3.925
rf._00374_,3.925
rf._00409_,3.925
rf._00468_,3.925
rf._00528_,3.925
rf._00565_,3.925
rf._00597_,3.925
rf._00631_,3.925
rf._00683_,3.925
rf._00685_,3.925
rf._00701_,3.925
rf._00717_,3.925
rf._00790_,3.925
rf._00947_,3.925
rf._00996_,3.925
alu_inst._177_,3.9
rf._01896_,3.9
rf._02460_,3.9
rf._02648_,3.9
rf._03818_,3.9
rf._04049_,3.9
rf._04102_,3.9
rf._04150_,3.9
rf._04388_,3.9
rf._04965_,3.9
rf._04978_,3.9
rf._05134_,3.9
rf._05136_,3.9
rf._05239_,3.9
rf._05268_,3.9
rf._05647_,3.9
rf._05751_,3.9
rf._05786_,3.9
rf._05795_,3.9
_018_,3.88
_033_,3.88
alu_inst._064_,3.88
alu_inst._167_,3.88
rf._00989_,3.88
rf._02027_,3.88
rf._02192_,3.88
rf._02281_,3.88
rf._02520_,3.88
rf._03129_,3.88
rf._03155_,3.88
rf._03228_,3.88
rf._03280_,3.88
rf._03344_,3.88
rf._03387_,3.88
rf._03482_,3.88
rf._03806_,3.88
rf._03827_,3.88
rf._03845_,3.88
rf._04331_,3.88
rf._04503_,3.88
rf._04655_,3.88
rf._04706_,3.88
rf._04722_,3.88
rf._04961_,3.88
rf._05030_,3.88
rf._05297_,3.88
rf._05319_,3.88
rf._05333_,3.88
rf._05394_,3.88
rf._05407_,3.88
rf._05413_,3.88
rf._05473_,3.88
rf._05508_,3.88
rf._05525_,3.88
rf._05529_,3.88
rf._05580_,3.88
rf._05727_,3.88
rf.rd2\[0\],3.88
net588,3.88
rf._00044_,3.865
rf._00128_,3.865
rf._00158_,3.865
rf._00276_,3.865
rf._00362_,3.865
rf._00416_,3.865
rf._00496_,3.865
rf._00665_,3.865
rf._00692_,3.825
rf._03422_,3.82
rf._00140_,3.805
rf._00426_,3.805
rf._00439_,3.805
rf._00013_,3.8
rf._00060_,3.8
rf._00077_,3.8
rf._00087_,3.8
rf._00157_,3.8
rf._00327_,3.8
rf._00482_,3.8
rf._00536_,3.8
rf._00686_,3.8
rf._00784_,3.8
rf._00797_,3.8
rf._00849_,3.8
rf._00983_,3.8
rf._00146_,3.795
rf._02585_,3.79
rf._00037_,3.78
rf._00302_,3.78
rf._00311_,3.78
rf._00332_,3.78
rf._00550_,3.78
rf._02353_,3.78
rf._02825_,3.78
rf._03105_,3.78
rf._03792_,3.78
net696,3.78
rf._01478_,3.76
rf._01831_,3.76
rf._04668_,3.76
rf.rd2\[3\],3.76
rf.regs\[5\]\[14\],3.76
rf._02411_,3.74
rf._04468_,3.74
rf._00198_,3.735
rf._00065_,3.705
rf._00129_,3.705
rf._00143_,3.705
rf._00277_,3.705
rf._00497_,3.705
rf._00560_,3.705
rf._00578_,3.705
rf._00628_,3.705
rf._00637_,3.705
rf._00781_,3.705
rf._00995_,3.705
rf._00016_,3.685
rf._00453_,3.685
rf._00720_,3.685
rf._00772_,3.685
rf._00339_,3.68
rf._00926_,3.68
rf._01159_,3.68
rf._01338_,3.68
rf._01472_,3.68
rf._01516_,3.68
rf._01536_,3.68
rf._01577_,3.68
rf._01600_,3.68
rf._01881_,3.68
rf._01979_,3.68
rf._02017_,3.68
rf._02038_,3.68
rf._02067_,3.68
rf._02182_,3.68
rf._02227_,3.68
rf._02266_,3.68
rf._02298_,3.68
rf._02536_,3.68
rf._02568_,3.68
rf._02607_,3.68
rf._02617_,3.68
rf._03185_,3.68
rf._03259_,3.68
rf._03457_,3.68
rf._04208_,3.68
rf._04239_,3.68
rf._04474_,3.68
net92,3.68
net138,3.68
rf._01770_,3.66
rf._02330_,3.66
rf._02765_,3.66
rf._02963_,3.66
rf._03056_,3.66
rf._03248_,3.66
rf._03466_,3.66
rf._03743_,3.66
net390,3.66
rf._00525_,3.655
_010_,3.64
rf._01380_,3.64
rf._02580_,3.64
rf._02666_,3.64
net64,3.64
net65,3.64
rf._00163_,3.635
rf._00417_,3.635
rf._00028_,3.625
rf._00178_,3.625
rf._00182_,3.625
rf._00279_,3.625
rf._00687_,3.625
rf._00740_,3.625
rf._00773_,3.625
rf._00918_,3.625
rf._00940_,3.625
rf._00953_,3.625
rf._03381_,3.595
rf._03169_,3.575
rf._00872_,3.565
alu_inst._117_,3.56
ctrl._04_,3.56
rf._01170_,3.56
rf._01226_,3.56
rf._01403_,3.56
rf._01626_,3.56
rf._01635_,3.56
rf._01919_,3.56
rf._02080_,3.56
rf._02190_,3.56
rf._02195_,3.56
rf._02254_,3.56
rf._02258_,3.56
rf._02457_,3.56
rf._02677_,3.56
rf._02715_,3.56
rf._02741_,3.56
rf._02801_,3.56
rf._03287_,3.56
rf._04157_,3.56
rf._04199_,3.56
alu_inst._234_,3.54
rf._01271_,3.54
rf._01334_,3.54
rf._01829_,3.54
rf._02365_,3.54
rf._02389_,3.54
rf._02390_,3.54
rf._02606_,3.54
rf._02610_,3.54
rf._02751_,3.54
rf._02775_,3.54
rf._02781_,3.54
rf._02949_,3.54
rf._03262_,3.54
rf._03532_,3.54
rf._03548_,3.54
rf._03673_,3.54
rf._03678_,3.54
rf._03972_,3.54
rf._04027_,3.54
rf._04179_,3.54
rf._04258_,3.54
rf._04362_,3.54
rf._04423_,3.54
rf._04556_,3.54
rf._04697_,3.54
rf._04959_,3.54
rf._05078_,3.54
rf._05233_,3.54
rf._05271_,3.54
rf._05288_,3.54
rf._05289_,3.54
rf._05332_,3.54
rf._05342_,3.54
rf._05566_,3.54
rf._05594_,3.54
rf._05628_,3.54
rf._05708_,3.54
net105,3.54
rf._02755_,3.52
net90,3.52
rf._00838_,3.515
rf._00318_,3.505
rf._00621_,3.505
rf._01004_,3.505
rf._01370_,3.5
rf._00066_,3.465
rf._00084_,3.465
rf._00148_,3.465
rf._00151_,3.465
rf._00248_,3.465
rf._00285_,3.465
rf._00300_,3.465
rf._00375_,3.465
rf._00458_,3.465
rf._00463_,3.465
rf._00514_,3.465
rf._00546_,3.465
rf._00633_,3.465
rf._00907_,3.465
rf._00097_,3.455
rf._00869_,3.455
rf._01037_,3.44
rf._01393_,3.44
rf._01639_,3.44
rf._01950_,3.44
rf._02161_,3.44
rf._02259_,3.44
rf._02306_,3.44
rf._02372_,3.44
rf._02481_,3.44
rf._02501_,3.44
rf._02785_,3.44
rf._03723_,3.44
rf._03736_,3.44
rf._03966_,3.44
rf._04134_,3.44
rf._04197_,3.44
rf._04255_,3.44
rf._04500_,3.44
rf._04640_,3.44
rf._04817_,3.44
rf._04885_,3.44
rf._05014_,3.44
rf._05123_,3.44
rf._05137_,3.44
rf._05327_,3.44
rf._05418_,3.44
rf._05501_,3.44
rf._05671_,3.44
_015_,3.42
_016_,3.42
net88,3.42
net96,3.42
rf._00304_,3.42
rf._01236_,3.42
rf._01526_,3.42
rf._01676_,3.42
rf._01677_,3.42
rf._01684_,3.42
rf._01696_,3.42
rf._01837_,3.42
rf._01845_,3.42
rf._02077_,3.42
rf._02123_,3.42
rf._02158_,3.42
rf._02245_,3.42
rf._02480_,3.42
rf._02553_,3.42
rf._02660_,3.42
rf._02768_,3.42
rf._02793_,3.42
rf._02908_,3.42
rf._02967_,3.42
rf._03322_,3.42
rf._03411_,3.42
rf._03500_,3.42
rf._03689_,3.42
rf._03696_,3.42
rf._03808_,3.42
rf._03809_,3.42
rf._03943_,3.42
rf._04032_,3.42
rf._04188_,3.42
rf._04247_,3.42
rf._04339_,3.42
rf._04342_,3.42
rf._04408_,3.42
rf._04436_,3.42
rf._04560_,3.42
rf._04676_,3.42
rf._04695_,3.42
rf._04726_,3.42
rf._04735_,3.42
rf._04831_,3.42
rf._04881_,3.42
rf._04994_,3.42
rf._05086_,3.42
rf._05188_,3.42
rf._05270_,3.42
rf._05447_,3.42
rf._05495_,3.42
rf._05575_,3.42
rf._05723_,3.42
rf.rd2\[1\],3.42
net47,3.42
net75,3.42
net846,3.42
rf._00079_,3.405
rf._00099_,3.405
rf._00161_,3.405
rf._00196_,3.405
rf._00206_,3.405
rf._00221_,3.405
rf._00249_,3.405
rf._00323_,3.405
rf._00413_,3.405
rf._00423_,3.405
rf._00429_,3.405
rf._00461_,3.405
rf._00478_,3.405
rf._00505_,3.405
rf._00526_,3.405
rf._00535_,3.405
rf._00548_,3.405
rf._00573_,3.405
rf._00617_,3.405
rf._00630_,3.405
rf._00657_,3.405
rf._00732_,3.405
rf._00764_,3.405
rf._00776_,3.405
rf._00804_,3.405
rf._00819_,3.405
rf._00823_,3.405
rf._00828_,3.405
rf._00850_,3.405
rf._00864_,3.405
rf._00868_,3.405
rf._00887_,3.405
rf._00894_,3.405
rf._00906_,3.405
rf._00913_,3.405
rf._00930_,3.405
rf._00955_,3.405
rf._00965_,3.405
rf._00979_,3.405
rf._00981_,3.405
rf._01008_,3.405
net53,3.4
rf._00609_,3.395
rf._00017_,3.345
rf._00136_,3.345
rf._00291_,3.345
rf._00328_,3.345
rf._00437_,3.345
rf._00489_,3.345
rf._00549_,3.345
rf._00563_,3.345
rf._00648_,3.345
rf._00656_,3.345
rf._00007_,3.34
rf._00014_,3.34
rf._00045_,3.34
rf._00088_,3.34
rf._00093_,3.34
rf._00107_,3.34
rf._00244_,3.34
rf._00376_,3.34
rf._00399_,3.34
rf._00501_,3.34
rf._00518_,3.34
rf._00534_,3.34
rf._00619_,3.34
rf._00638_,3.34
rf._00672_,3.34
rf._00714_,3.34
rf._00715_,3.34
rf._00745_,3.34
rf._00795_,3.34
rf._00798_,3.34
rf._00824_,3.34
rf._00917_,3.34
rf._00945_,3.34
rf._00948_,3.34
rf._05171_,3.34
rf._00156_,3.32
rf._00271_,3.32
rf._00467_,3.32
rf._00625_,3.32
rf._00897_,3.32
rf._01260_,3.32
rf._01471_,3.32
rf._03594_,3.32
rf._03646_,3.32
net158,3.32
net163,3.32
net176,3.32
net190,3.32
net223,3.32
net243,3.32
net274,3.32
net292,3.32
net308,3.32
net411,3.32
net416,3.32
net434,3.32
net462,3.32
net466,3.32
net470,3.32
net482,3.32
net503,3.32
net517,3.32
net527,3.32
net550,3.32
net559,3.32
net575,3.32
net577,3.32
net593,3.32
net688,3.32
net723,3.32
net736,3.32
net738,3.32
net743,3.32
net760,3.32
net786,3.32
net811,3.32
net820,3.32
net870,3.32
net873,3.32
net877,3.32
net896,3.32
net900,3.32
net98,3.3
rf._01725_,3.3
rf._03180_,3.3
rf._03235_,3.3
rf._03626_,3.3
rf._05181_,3.3
rf.rd2\[15\],3.3
rf.rd2\[16\],3.3
rf.rd2\[25\],3.3
net49,3.3
net716,3.3
rf._00723_,3.295
rf._00878_,3.295
rf._00134_,3.245
rf._00316_,3.245
rf._00419_,3.245
rf._00471_,3.245
rf._00491_,3.245
rf._00533_,3.245
rf._00634_,3.245
rf._00653_,3.245
rf._00654_,3.245
rf._00187_,3.225
rf._00512_,3.225
rf._00643_,3.225
_004_,3.22
rf._01707_,3.22
rf._01745_,3.22
rf._01849_,3.22
rf._01972_,3.22
rf._02113_,3.22
rf._02140_,3.22
rf._02235_,3.22
rf._02414_,3.22
rf._02708_,3.22
rf._02750_,3.22
rf._03010_,3.22
rf._03308_,3.22
rf._03331_,3.22
rf._04080_,3.22
rf._04161_,3.22
rf._04248_,3.22
rf._04267_,3.22
rf._01297_,3.2
rf._02152_,3.2
rf._02470_,3.2
rf._02927_,3.2
rf._03627_,3.2
rf._04151_,3.2
rf.rd2\[13\],3.2
net722,3.2
rf._03286_,3.18
rf._03552_,3.18
rf._04053_,3.18
rf._00452_,3.175
rf._00495_,3.175
rf._00987_,3.175
rf._01465_,3.165
rf._00598_,3.145
rf._00716_,3.125
alu_inst._166_,3.1
net99,3.1
rf._01084_,3.1
rf._01160_,3.1
rf._01325_,3.1
rf._01431_,3.1
rf._01438_,3.1
rf._01746_,3.1
rf._01933_,3.1
rf._01941_,3.1
rf._01955_,3.1
rf._01984_,3.1
rf._02019_,3.1
rf._02042_,3.1
rf._02048_,3.1
rf._02050_,3.1
rf._02384_,3.1
rf._02579_,3.1
rf._02984_,3.1
rf._03037_,3.1
rf._03069_,3.1
rf._03106_,3.1
rf._03311_,3.1
rf._03405_,3.1
rf._03426_,3.1
rf._03570_,3.1
rf._03958_,3.1
rf._04274_,3.1
rf._04291_,3.1
rf._04432_,3.1
rf._04446_,3.1
rf.rd2\[6\],3.1
rf.rd2\[7\],3.1
rf.rd2\[8\],3.1
net46,3.1
_013_,3.08
_021_,3.08
_047_,3.08
alu_inst._189_,3.08
alu_inst._214_,3.08
net104,3.08
rf._01072_,3.08
rf._01150_,3.08
rf._01180_,3.08
rf._01285_,3.08
rf._01388_,3.08
rf._01408_,3.08
rf._01554_,3.08
rf._01636_,3.08
rf._01642_,3.08
rf._01806_,3.08
rf._01824_,3.08
rf._01872_,3.08
rf._02031_,3.08
rf._02145_,3.08
rf._02169_,3.08
rf._02183_,3.08
rf._02286_,3.08
rf._02331_,3.08
rf._02422_,3.08
rf._02475_,3.08
rf._02505_,3.08
rf._02508_,3.08
rf._02726_,3.08
rf._02736_,3.08
rf._03052_,3.08
rf._03076_,3.08
rf._03173_,3.08
rf._03388_,3.08
rf._03636_,3.08
rf._03844_,3.08
rf._03862_,3.08
rf._03877_,3.08
rf._03919_,3.08
rf._04117_,3.08
rf._04171_,3.08
rf._04218_,3.08
rf._04280_,3.08
rf._04286_,3.08
rf._04317_,3.08
rf._04380_,3.08
rf._04448_,3.08
rf._04546_,3.08
rf._04750_,3.08
rf._05061_,3.08
rf._05224_,3.08
rf._05231_,3.08
rf._05269_,3.08
rf._05278_,3.08
rf._05309_,3.08
rf._05459_,3.08
rf._05464_,3.08
rf._05497_,3.08
rf._05503_,3.08
rf._05544_,3.08
rf._05556_,3.08
rf._05591_,3.08
rf._05617_,3.08
rf._05618_,3.08
rf._05657_,3.08
rf._05788_,3.08
rf._05803_,3.08
net44,3.08
net58,3.08
net81,3.08
rf._02426_,3.06
rf._04693_,3.06
rf._00239_,3.055
rf._00371_,3.045
rf._00406_,3.045
rf._00434_,3.045
rf._00675_,3.045
rf._00735_,3.045
rf._00988_,3.045
pc_inst._030_,3.01
rf._00056_,3.005
rf._00063_,3.005
rf._00064_,3.005
rf._00074_,3.005
rf._00112_,3.005
rf._00125_,3.005
rf._00177_,3.005
rf._00307_,3.005
rf._00460_,3.005
rf._00538_,3.005
rf._00540_,3.005
rf._00552_,3.005
rf._00568_,3.005
rf._00581_,3.005
rf._00582_,3.005
rf._00584_,3.005
rf._00615_,3.005
rf._00695_,3.005
rf._00709_,3.005
alu_inst._075_,3
rf._00691_,3
rf._00702_,3
rf._05244_,3
alu_inst._089_,2.98
rf._00083_,2.98
rf._00786_,2.98
rf._01364_,2.98
rf._01641_,2.98
rf._01989_,2.98
rf._01991_,2.98
rf._02705_,2.98
rf._02884_,2.98
rf._03389_,2.98
rf._03449_,2.98
rf._03608_,2.98
rf._03773_,2.98
rf._03825_,2.98
rf._03868_,2.98
rf._04084_,2.98
rf._04581_,2.98
rf._04616_,2.98
rf._04632_,2.98
rf._04849_,2.98
rf._05041_,2.98
rf._05116_,2.98
rf._05131_,2.98
rf._05310_,2.98
rf._05311_,2.98
rf._05326_,2.98
rf._05341_,2.98
rf._05399_,2.98
rf._05602_,2.98
rf._05694_,2.98
_006_,2.96
_008_,2.96
_024_,2.96
alu_inst._012_,2.96
alu_inst._048_,2.96
imem_inst._00_,2.96
rf._01412_,2.96
rf._01470_,2.96
rf._01640_,2.96
rf._01720_,2.96
rf._01740_,2.96
rf._01838_,2.96
rf._02011_,2.96
rf._02451_,2.96
rf._02513_,2.96
rf._02923_,2.96
rf._02992_,2.96
rf._03038_,2.96
